title,rating,image,price,In The Box,Model Name,Color,SIM Type,Touchscreen,Quick Charging,Display Size,Resolution,GPU,Operating System,Processor Brand,Processor Type,Processor Core,Primary Clock Speed,Internal Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,HD Recording,Video Recording Resolution,Network Type,Battery Capacity,Battery Type,Warranty Summary,JAVA Support
"Motorola G34 5G (Ocean Green, 128 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/n/m/f/g34-5g-pb1v0002in-motorola-original-imagwu4rayqhgfjh.jpeg?q=70&crop=false,"₹13,999","Handset, Charger, USB Cable, Sim Tool, Guides",G34 5G,Ocean Green,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),1600 x 720 Pixels,Adreno 619,Android 14,Snapdragon,Snapdragon 695 5G,Octa Core,2.2 GHz,128 GB,4 GB,,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: Main Camera (FHD (at 30 fps)), Macro Camera (HD (at 30 fps))","5G, 4G, 3G, 2G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"Motorola g04s (Concord Black, 64 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/b/o/y/g04s-pb360000in-motorola-original-imahfc48vgh8yvgj.jpeg?q=70&crop=false,"₹9,999","Handset, 20W Charger, USB Type-C Cable, Guides, Sim Tool, Protective Cover, Protective Film",g04s,Concord Black,Dual Sim,Yes,,16.76 cm (6.6 inch),1612 x 720 Pixels,ARM Mali-G57 MP1,Android 14,Unisoc,T606,Octa Core,1.6 GHz,64 GB,4 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: FHD (at 30 fps), HD (at 30 fps) | Front Camera: FHD (at 30 fps), HD (at 30 fps)","2G, 3G, 4G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"REDMI 13C (Stardust Black, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/v/e/a/-original-imahfk4xuk7ntphs.jpeg?q=70&crop=false,"₹13,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",13C,Stardust Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,6 GB,1 TB,50MP Rear Camera,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)|Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons  (Purple)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/o/p/j/130-music-ta-1576-ds-nokia-original-imagugf9btaej9xg.jpeg?q=70&crop=false,"₹2,199","Handset, Charger, Quick Start Guide, Safety Booklet, Battery","130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons",Purple,Dual Sim,No,No,6.1 cm (2.4 inch),320 x 240,,,Mediatek,6261D,,0.26 GHz,4 MB,4 MB,,,0MP Front Camera,,,2G,1450 mAh,Lithium Polymer,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons  (Dark Blue)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/t/m/t/-original-imagugpccgvbqxhr.jpeg?q=70&crop=false,"₹2,199","Handset, Charger, Quick Start Guide, Safety Booklet, Battery","130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Music Buttons",Dark Blue,Dual Sim,No,No,6.1 cm (2.4 inch),320 x 240 Pixels,,,Mediatek,6261D,,0.26 GHz,4 MB,4 MB,,,0MP Front Camera,,,2G,1450 mAh,Lithium Polymer,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,
"POCO C65 (Matte Black, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/i/k/k/c65-mzb0g8rin-poco-original-imagw6gyhhu7hur5.jpeg?q=70&crop=false,"₹11,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",C65,Matte Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,6 GB,1 TB,50MP + AI Lens + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,
"MOTOROLA G04 (Satin Blue, 128 GB)  (8 GB RAM)",4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/k/6/l/g04-pb130012in-motorola-original-imagy3tfdhjgnzbd.jpeg?q=70&crop=false,"₹10,999","Handset, 10W Charger, USB Type-C Cable, Guides, Sim Tool, Protective Cover, Protective Film",G04,Satin Blue,Dual Sim,Yes,Yes,16.76 cm (6.6 inch),1600 x 720 Pixels,ARM Mali-G57 MP1,Android 14,Unisoc,Unisoc T606,Octa Core,1.6 GHz,128 GB,8 GB,1 TB,16MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: FHD (at 30 fps), HD (at 30 fps) | Front Camera: FHD (at 30 fps), HD (at 30 fps)","2G, 3G, 4G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/v/r/8/-original-imagtywatxffk3yh.jpeg?q=70&crop=false,"₹24,499","Handset, Data Cable (USB Type C-to-C), Ejection Pin, Quick Start Guide",Galaxy F34 5G,Electric Black,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),2340 x 1080 Pixels,ARM Mali G68 MP4,Android 13,Exynos,Exynos 1280,Octa Core,2.4 GHz,128 GB,6 GB,1 TB,50MP (OIS) + 8MP + 2MP,13MP Front Camera,Yes,UHD 4K (at 30 fps),"2G, 3G, 4G, 5G",6000 mAh,Lithium Ion,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,
"Motorola g64 5G (Mint Green, 256 GB)  (12 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/n/b/s/g64-5g-pb2e0005in-motorola-original-imagzzd5zagkg9gu.jpeg?q=70&crop=false,"₹19,999","Handset, 33W Charger, USB Cable, Sim Tool, Protective Cover, Guides",g64 5G,Mint Green,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),2400 x 1080 Pixels,IMG BXM-8-256,Android 14,Mediatek,Dimensity 7025,Octa Core,2.5 GHz,256 GB,12 GB,1 TB,50MP (OIS) + 8MP,16MP Front Camera,Yes,"Rear Camera: Main Camera [FHD (at 30 fps)], Macro Camera [HD (at 30 fps)]|Front Camera: FHD (at 30 fps)","2G, 3G, 4G, 5G",6000 mAh,,1 Year on Handset and 6 Months on Accessories,
"REDMI 12 5G (Pastel Blue, 128 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/x/0/4/-original-imagxaqu3samghjd.jpeg?q=70&crop=false,"₹15,999","Handset, 22.5W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",12 5G,Pastel Blue,Dual Sim,Yes,Yes,17.25 cm (6.79 inch),2460 x 1080 Pixels,Adreno,Android 13,Snapdragon,Snapdragon 4 Gen 2,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30fps), 720p (at 30fps)|Front Camera: 1080p (at 30fps), 720p (at 30fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"REDMI 13C 5G (Starlight Black, 128 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/q/5/-original-imahfkf6jcuhhzyb.jpeg?q=70&crop=false,"₹13,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",13C 5G,Starlight Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)| Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Motorola Edge 40 Neo (Soothing Sea, 128 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/j/q/2/edge-40-neo-payj0001in-motorola-original-imagtkf5ewhafvhh.jpeg?q=70&crop=false,"₹27,999","Handset, TurboPower 68W Charger, Sim Tool, USB Type-C Cable, Guides, Climate Friendly Protective Case",Edge 40 Neo,Soothing Sea,Dual Sim,Yes,Yes,16.64 cm (6.55 inch),2400 x 1080 Pixels,Arm Mali-G610 MC1,Android 13,Mediatek,Dimensity 7030,Octa Core,2.5 GHz,128 GB,8 GB,,50MP + 13MP,32MP Front Camera,Yes,"Rear Camera: Main Camera (4K UHD (at 30 fps), FHD (at 60 fps/at 30 fps), Slow Motion: FHD (at 240 fps/at 120 fps), Portrait Video: HD (at 30 fps)) Ultra Wide/Macro Camera (4K UHD (at 30 fps), FHD (at 30 fps)) | Front Camera: FHD (at 30 fps), FHD (at 60 fps), Portrait Video: HD (at 30 fps)","2G, 3G, 4G, 5G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"Motorola g64 5G (Pearl Blue, 256 GB)  (12 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/c/q/b/g64-5g-pb2e0006in-motorola-original-imagzzd4nmrgsevr.jpeg?q=70&crop=false,"₹19,999","Handset, 33W Charger, USB Cable, Sim Tool, Protective Cover, Guides",g64 5G,Pearl Blue,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),2400 x 1080 Pixels,IMG BXM-8-256,Android 14,Mediatek,Dimensity 7025,Octa Core,2.5 GHz,256 GB,12 GB,1 TB,50MP (OIS) + 8MP,16MP Front Camera,Yes,"Rear Camera: Main Camera [FHD (at 30 fps)], Macro Camera [HD (at 30 fps)]|Front Camera: FHD (at 30 fps)","2G, 3G, 4G, 5G",6000 mAh,,1 Year on Handset and 6 Months on Accessories,
"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/n/w/e/-original-imagtyw9fdfnsune.jpeg?q=70&crop=false,"₹24,499","Handset, Data Cable (USB Type C-to-C), Ejection Pin, Quick Start Guide",Galaxy F34 5G,Mystic Green,Dual Sim,Yes,Yes,16.51 cm (6.5 inch),2340 x 1080 Pixels,ARM Mali G68 MP4,Android 13,Exynos,Exynos 1280,Octa Core,2.4 GHz,128 GB,6 GB,1 TB,50MP (OIS) + 8MP + 2MP,13MP Front Camera,Yes,UHD 4K (at 30 fps),"2G, 3G, 4G, 5G",6000 mAh,Lithium Ion,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,
"vivo T2 Pro 5G (Dune Gold, 256 GB)  (8 GB RAM)",4.5,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/5/y/8/-original-imagtt4mhqrzjs9r.jpeg?q=70&crop=false,"₹27,999","Handset, USB Cable, Charger, Eject Tool, Phone Case, Protective Film (Applied), Warranty Card, Quick Start Guide",T2 Pro 5G,Dune Gold,Dual Sim,Yes,,17.22 cm (6.78 inch),2400 x 1080 Pixels,,Android 13,Mediatek,Dimensity 7200,Octa Core,2.8 GHz,256 GB,8 GB,,64MP + 2MP,16MP Front Camera,,,"2G, 3G, 4G, 5G",4600 mAh,Lithium Ion,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"LAVA A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB  (Black, Gold)",4.0,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/x/v/v/a1-josh-with-bol-lf1008-lava-original-imagpwj4zddugzzw.jpeg?q=70&crop=false,"₹1,399","Handset, Battery, Charger",A1 Josh BOL Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,"Black, Gold",Dual Sim,No,No,4.5 cm (1.77 inch),160 x 128Pixels,,,,,,,4 MB,4 MB,32 GB,,,No,,2G,1000 mAh,,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,
"POCO C65 (Pastel Blue, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/b/u/8/c65-mzb0g8nin-poco-original-imagw6j2kp5t5jek.jpeg?q=70&crop=false,"₹13,499","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",C65,Pastel Blue,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,256 GB,8 GB,1 TB,50MP + AI Lens + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,
"vivo T2 Pro 5G (New Moon Black, 128 GB)  (8 GB RAM)",4.5,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/b/x/-original-imagtt4h4ptmxgwn.jpeg?q=70&crop=false,"₹26,999","Handset, USB Cable, Charger, Eject Tool, Phone Case, Protective Film (Applied), Warranty Card, Quick Start Guide",T2 Pro 5G,New Moon Black,Dual Sim,Yes,,17.22 cm (6.78 inch),2400 x 1080 Pixels,,Android 13,Mediatek,Dimensity 7200,Octa Core,2.8 GHz,128 GB,8 GB,,64MP + 2MP,16MP Front Camera,,,"2G, 3G, 4G, 5G",4600 mAh,Lithium Ion,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"REDMI 12 5G (Moonstone Silver, 128 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/u/v/h/-original-imagxaqtzmqgtfen.jpeg?q=70&crop=false,"₹15,999","Handset, 22.5W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",12 5G,Moonstone Silver,Dual Sim,Yes,Yes,17.25 cm (6.79 inch),2460 x 1080 Pixels,Adreno,Android 13,Snapdragon,Snapdragon 4 Gen 2,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30fps), 720p (at 30fps)|Front Camera: 1080p (at 30fps), 720p (at 30fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"vivo T3x 5G (Crimson Bliss, 128 GB)  (4 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/w/3/4/-original-imahyytukhkky5ew.jpeg?q=70&crop=false,"₹17,499","Handset, Quick Start Guide, USB Cable, Charger, Eject Tool, Phone Case, Protective Film (Applied), Warranty Card",T3x 5G,Crimson Bliss,Dual Sim,Yes,,17.07 cm (6.72 inch),2408 x 1080 Pixels,,Android 14,Snapdragon,6 Gen 1,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,,"5G, 4G, 3G, 2G",6000 mAh,Lithium,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"Apple iPhone 14 Plus (Blue, 128 GB)",4.6,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/c/4/d/-original-imaghx9qygjjg8hz.jpeg?q=70&crop=false,"₹79,900","Handset, USB-C to Lightning Cable, Documentation",iPhone 14 Plus,Blue,Dual Sim(Nano + eSIM),Yes,,17.02 cm (6.7 inch),2778 x 1284 Pixels,5 Core,iOS 16,Apple,"A15 Bionic Chip, 6 Core Processor",Hexa Core,,128 GB,,,12MP + 12MP,12MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps), 720P (at 30 fps) | Front Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps)","5G, 4G VOLTE, 4G, 3G, 2G",4323 mAh,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,
"vivo T2 Pro 5G (New Moon Black, 256 GB)  (8 GB RAM)",4.5,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/b/x/-original-imagtt4h4ptmxgwn.jpeg?q=70&crop=false,"₹27,999","Handset, USB Cable, Charger, Eject Tool, Phone Case, Protective Film (Applied), Warranty Card, Quick Start Guide",T2 Pro 5G,New Moon Black,Dual Sim,Yes,,17.22 cm (6.78 inch),2400 x 1080 Pixels,,Android 13,Mediatek,Dimensity 7200,Octa Core,2.8 GHz,256 GB,8 GB,,64MP + 2MP,16MP Front Camera,,,"2G, 3G, 4G, 5G",4600 mAh,Lithium Ion,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"REDMI 13C (Stardust Black, 128 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/v/e/a/-original-imahfk4xuk7ntphs.jpeg?q=70&crop=false,"₹11,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",13C,Stardust Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G52 MC2,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,128 GB,4 GB,1 TB,50MP Rear Camera,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)|Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"realme P1 5G (Peacock Green, 128 GB)  (6 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/j/b/n/-original-imahyuhfzvybhaat.jpeg?q=70&crop=false,"₹20,999","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, TPU Case",P1 5G,Peacock Green,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,ARM Mali-G68 MC4,Android 14,Mediatek,Dimensity 7050,Octa Core,2.6 GHz,128 GB,6 GB,2 TB,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: 720p (at 30 fps/at 60 fps/at 240 fps/at 960 fps), 1080p (at 30 fps/at 60 fps/at 120 fps/at 480 fps), 4k (at 30 fps)| Front Camera: 720p (at 30 fps), 1080p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"REDMI 12 5G (Pastel Blue, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/x/0/4/-original-imagxaqu3samghjd.jpeg?q=70&crop=false,"₹17,999","Handset, 22.5W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",12 5G,Pastel Blue,Dual Sim,Yes,Yes,17.25 cm (6.79 inch),2460 x 1080 Pixels,Adreno,Android 13,Snapdragon,Snapdragon 4 Gen 2,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30fps), 720p (at 30fps)|Front Camera: 1080p (at 30fps), 720p (at 30fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"REDMI 13C 5G (Startrail Silver, 128 GB)  (4 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/d/f/0/-original-imahfkf6uyxnvmcy.jpeg?q=70&crop=false,"₹13,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",13C 5G,Startrail Silver,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,4 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)| Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Nokia 150 Dual Sim Keypad Mobile, Wireless FM radio, Bluetooth, MP3 player  (Cyan)",4.1,https://rukminim2.flixcart.com/image/416/416/kfmv9u80/mobile/6/9/j/nokia-150-2020-12gmne21a01-original-imafwfqfcbdphgqp.jpeg?q=70&crop=false,"₹2,999","Handset, Battery, Micro USB Charger, Quick Start Guide","150 Dual Sim Keypad Mobile, Wireless FM radio, Bluetooth, MP3 player",Cyan,Dual Sim,No,,6.1 cm (2.4 inch),320 x 240 Pixels,,Series 30+,Mediatek,MediaTek,,,4 MB,4 MB,32 GB,0.3MP Rear Camera,,No,,2G,1020 mAh,,NO WARRANTY,
"MOTOROLA G04 (Sunrise Orange, 64 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/z/i/r/g04-pb130013in-motorola-original-imagy3tf5rfhuyhy.jpeg?q=70&crop=false,"₹9,999","Handset, 10W Charger, USB Type-C Cable, Guides, Sim Tool, Protective Cover, Protective Film",G04,Sunrise Orange,Dual Sim,Yes,Yes,16.76 cm (6.6 inch),1600 x 720 Pixels,ARM Mali-G57 MP1,Android 14,Unisoc,Unisoc T606,Octa Core,1.6 GHz,64 GB,4 GB,1 TB,16MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: FHD (at 30 fps), HD (at 30 fps) | Front Camera: FHD (at 30 fps), HD (at 30 fps)","2G, 3G, 4G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/y/9/0/-original-imahyuhfg2z4fvyh.jpeg?q=70&crop=false,"₹20,999","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, TPU Case",P1 5G,Phoenix Red,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,ARM Mali-G68 MC4,Android 14,Mediatek,Dimensity 7050,Octa Core,2.6 GHz,128 GB,6 GB,2 TB,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: 720p (at 30 fps/at 60 fps/at 240 fps/at 960 fps), 1080p (at 30 fps/at 60 fps/at 120 fps/at 480 fps), 4k (at 30 fps)| Front Camera: 720p (at 30 fps), 1080p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"realme P1 5G (Peacock Green, 256 GB)  (8 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/j/b/n/-original-imahyuhfzvybhaat.jpeg?q=70&crop=false,"₹22,999","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, TPU Case",P1 5G,Peacock Green,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,ARM Mali-G68 MC4,Android 14,Mediatek,Dimensity 7050,Octa Core,2.6 GHz,256 GB,8 GB,2 TB,50MP + 2MP,16MP Front Camera,Yes,"Rear Camera: 720p (at 30 fps/at 60 fps/at 240 fps/at 960 fps), 1080p (at 30 fps/at 60 fps/at 120 fps/at 480 fps), 4k (at 30 fps)| Front Camera: 720p (at 30 fps), 1080p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"REDMI 12 5G (Jade Black, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/b/m/g/-original-imagxaqtqng2hpxn.jpeg?q=70&crop=false,"₹19,999","Handset, 22.5W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",12 5G,Jade Black,Dual Sim,Yes,Yes,17.25 cm (6.79 inch),2460 x 1080 Pixels,Adreno,Android 13,Snapdragon,Snapdragon 4 Gen 2,Octa Core,2.2 GHz,256 GB,8 GB,1 TB,50MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30fps), 720p (at 30fps)|Front Camera: 1080p (at 30fps), 720p (at 30fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Motorola Edge 40 Neo (Black Beauty, 128 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/p/r/r/edge-40-neo-payj0002in-motorola-original-imagtkzh8zrvp3uj.jpeg?q=70&crop=false,"₹27,999","Handset, TurboPower 68W Charger, Sim Tool, USB Type-C Cable, Guides, Climate Friendly Protective Case",Edge 40 Neo,Black Beauty,Dual Sim,Yes,Yes,16.64 cm (6.55 inch),2400 x 1080 Pixels,Arm Mali-G610 MC1,Android 13,Mediatek,Dimensity 7030,Octa Core,2.5 GHz,128 GB,8 GB,,50MP + 13MP,32MP Front Camera,Yes,"Rear Camera: Main Camera (4K UHD (at 30 fps), FHD (at 60 fps/at 30 fps), Slow Motion: FHD (at 240 fps/at 120 fps), Portrait Video: HD (at 30 fps)) Ultra Wide/Macro Camera (4K UHD (at 30 fps), FHD (at 30 fps)) | Front Camera: FHD (at 30 fps), FHD (at 60 fps), Portrait Video: HD (at 30 fps)","2G, 3G, 4G, 5G",5000 mAh,,1 Year on Handset and 6 Months on Accessories,
