rating,price,touch,quick_charge,gpu,processor_brand,ram,hd,battery,battery_type,brand,charger,display,height,core,storage,expandable,network
4.2,15999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,True,1,2460.0,Octa,128.0,1000.0,4G
4.3,25999,Yes,yes,yes,Snapdragon,6.0,Yes,5000.0,lithium polymer,poco,True,1,2400.0,Octa,128.0,1000.0,5G
4.0,1399,No,yes,no,unknown,0.032,No,1200.0,li ion,itel,True,0,120.0,Single,32.0,32.0,2G
3.9,27999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,lithium ion polymer,infinix,False,1,2436.0,Octa,256.0,1000.0,5G
4.1,1749,No,yes,no,unknown,0.032,No,2500.0,li ion,itel,True,0,160.0,Single,32.0,32.0,2G
3.3,2499,No,no,no,unknown,0.01,No,1000.0,li ion,samsung,True,0,320.0,Single,1.0,32.0,2G
4.3,7499,Yes,yes,yes,Snapdragon,2.0,Yes,4000.0,other,redmi,False,0,1440.0,Octa,32.0,256.0,4G
4.0,1399,No,yes,no,unknown,0.032,No,1200.0,li ion,itel,True,0,120.0,Single,32.0,32.0,2G
4.2,1599,No,yes,yes,unknown,0.004,No,2500.0,li ion,itel,True,0,320.0,Single,4.0,32.0,2G
4.5,40999,Yes,yes,no,Snapdragon,8.0,Yes,5000.0,other,vivo,False,1,2800.0,Octa,256.0,1000.0,5G
3.7,1790,No,no,no,unknown,0.032,No,3000.0,li ion,karbonn,True,0,240.0,Single,32.0,32.0,2G
3.7,4399,No,yes,no,unknown,0.064,No,1150.0,other,nokia,True,0,320.0,Single,128.0,32.0,4G
4.2,37999,Yes,yes,yes,Mediatek,12.0,Yes,5000.0,lithium ion polymer,redmi,True,1,2712.0,Octa,512.0,1000.0,5G
4.1,1349,No,no,no,unknown,0.032,No,1700.0,li ion,kechaoda,True,0,240.0,Single,64.0,16.0,2G
4.3,12999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,realme,False,1,1080.0,Octa,64.0,1000.0,4G
4.2,1599,No,yes,no,unknown,0.004,No,2500.0,li ion,itel,True,0,320.0,Single,4.0,32.0,2G
4.6,49900,Yes,yes,no,Apple,6.0,Yes,2815.0,other,apple,False,1,2532.0,Octa,64.0,1000.0,5G
3.6,2099,No,yes,no,unknown,0.064,No,1000.0,li ion,itel,True,0,128.0,Single,128.0,128.0,4G
3.6,2099,No,yes,no,unknown,0.064,No,1000.0,li ion,itel,True,0,128.0,Single,128.0,128.0,4G
4.6,89900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2556.0,Hexa,256.0,1000.0,5G
4.5,95999,Yes,yes,yes,Snapdragon,8.0,Yes,3900.0,other,samsung,False,1,2340.0,Octa,256.0,1000.0,5G
4.4,28999,Yes,yes,no,Snapdragon,12.0,Yes,5000.0,other,oneplus,False,1,1080.0,Octa,256.0,1000.0,5G
4.2,12999,Yes,yes,no,Spreadtrum,6.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,128.0,1000.0,4G
3.6,2099,No,yes,no,unknown,0.064,No,1000.0,li ion,itel,True,0,128.0,Single,128.0,128.0,4G
4.1,7499,Yes,yes,no,Unisoc,4.0,Yes,4000.0,other,itel,True,1,1612.0,Octa,64.0,1000.0,4G
4.3,19999,Yes,yes,no,Mediatek,6.0,Yes,5000.0,other,realme,False,1,1080.0,Octa,128.0,1000.0,5G
4.2,9999,Yes,yes,yes,Unisoc,4.0,Yes,5000.0,other,motorola,True,1,1600.0,Octa,64.0,1000.0,4G
3.8,1649,No,no,no,unknown,0.032,No,2500.0,other,other,True,0,240.0,Single,32.0,32.0,2G
3.8,1649,No,no,no,unknown,0.032,No,2500.0,other,other,True,0,240.0,Single,32.0,32.0,2G
3.7,1440,No,yes,no,unknown,0.064,No,1800.0,other,karbonn,True,0,240.0,Single,32.0,32.0,2G
4.1,6999,Yes,yes,no,Unisoc,4.0,No,4000.0,other,itel,True,1,1612.0,Octa,64.0,1000.0,4G
4.1,20999,Yes,yes,yes,Exynos,6.0,Yes,5000.0,other,samsung,False,1,2408.0,Octa,128.0,1000.0,5G
4.0,1249,No,yes,no,unknown,0.032,No,1200.0,li ion,itel,True,0,120.0,Single,32.0,32.0,2G
3.6,1240,No,no,no,unknown,0.032,No,1000.0,li ion,karbonn,True,0,128.0,Single,0.0,8.0,2G
4.5,42999,Yes,yes,no,Snapdragon,12.0,Yes,5000.0,other,vivo,False,1,2800.0,Octa,256.0,1000.0,5G
4.5,40999,Yes,yes,no,Snapdragon,8.0,Yes,5000.0,other,vivo,False,1,2800.0,Octa,256.0,1000.0,5G
4.2,33999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion polymer,redmi,True,1,2712.0,Octa,256.0,1000.0,5G
4.2,37999,Yes,yes,yes,Snapdragon,12.0,Yes,5000.0,lithium polymer,poco,True,1,2712.0,Octa,512.0,1000.0,5G
4.5,38999,Yes,yes,no,Snapdragon,8.0,Yes,5000.0,other,vivo,False,1,2800.0,Octa,128.0,1000.0,5G
4.2,13999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,tecno,True,1,1080.0,Octa,128.0,1000.0,4G
4.1,9999,Yes,yes,yes,Mediatek,3.0,Yes,5000.0,lithium polymer,redmi,False,1,1650.0,Octa,64.0,1000.0,4G
3.7,3799,No,yes,no,unknown,0.064,No,1150.0,other,nokia,True,0,320.0,Single,128.0,32.0,4G
4.1,1499,No,no,no,unknown,0.032,No,1700.0,li ion,kechaoda,True,0,240.0,Single,64.0,16.0,2G
4.0,1790,No,no,no,unknown,0.032,No,1800.0,lithium ion,karbonn,True,0,240.0,Single,32.0,8.0,2G
3.5,1599,No,no,no,unknown,0.032,No,1200.0,li ion,other,True,0,128.0,Single,32.0,32.0,2G
4.3,15999,Yes,yes,no,Mediatek,4.0,Yes,6000.0,lithium ion,samsung,False,1,1080.0,Octa,128.0,1000.0,5G
4.2,20999,Yes,yes,yes,Snapdragon,6.0,Yes,5000.0,lithium polymer,poco,True,1,2400.0,Octa,128.0,1000.0,5G
4.0,1499,No,no,no,unknown,0.032,No,1700.0,li ion,kechaoda,True,0,240.0,Single,64.0,16.0,2G
3.6,2599,No,no,no,unknown,0.048,No,2500.0,lithium ion,i,False,0,360.0,Single,128.0,128.0,4G
3.1,999,No,no,no,unknown,0.032,No,1000.0,other,other,True,0,320.0,Single,32.0,32.0,2G
4.1,11999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,False,1,1650.0,Octa,128.0,1000.0,4G
3.7,1790,No,no,no,unknown,0.032,No,2700.0,li ion,karbonn,True,0,240.0,Single,32.0,32.0,2G
4.3,84999,Yes,yes,yes,Exynos,8.0,Yes,4500.0,lithium ion,samsung,False,1,2340.0,Octa,256.0,1000.0,5G
4.3,26999,Yes,yes,yes,Snapdragon,12.0,Yes,5100.0,lithium ion polymer,poco,True,1,2712.0,Octa,256.0,1000.0,5G
4.2,10999,Yes,yes,no,Spreadtrum,4.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,64.0,1000.0,4G
4.0,1499,No,no,yes,unknown,0.032,No,800.0,li ion,kechaoda,True,0,320.0,Single,32.0,32.0,2G
3.9,1499,No,yes,no,unknown,0.032,No,800.0,li ion,kechaoda,False,0,320.0,Single,32.0,8.0,2G
4.2,33999,Yes,yes,yes,Snapdragon,8.0,Yes,5000.0,lithium polymer,poco,True,1,2712.0,Octa,256.0,1000.0,5G
4.2,12999,Yes,yes,yes,Mediatek,8.0,Yes,6000.0,other,motorola,True,1,1612.0,Octa,128.0,1000.0,4G
4.1,1599,No,no,no,unknown,0.032,No,800.0,lithium ion,nokia,True,0,128.0,Single,32.0,32.0,2G
4.4,26999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,256.0,1000.0,5G
4.2,24499,Yes,yes,no,Exynos,6.0,Yes,6000.0,other,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.4,59999,Yes,yes,yes,Snapdragon,12.0,Yes,4700.0,other,nothing,False,1,2412.0,Octa,512.0,1000.0,5G
4.4,28999,Yes,yes,no,Snapdragon,12.0,Yes,5000.0,other,oneplus,False,1,1080.0,Octa,256.0,1000.0,5G
4.4,24999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,128.0,1000.0,5G
4.3,29999,Yes,yes,yes,Mediatek,12.0,Yes,5000.0,other,motorola,True,1,2400.0,Octa,256.0,1000.0,5G
4.2,20999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,True,1,2400.0,Octa,128.0,1000.0,5G
4.3,15999,Yes,yes,yes,Mediatek,4.0,Yes,5000.0,other,oppo,True,1,1612.0,Octa,128.0,1000.0,4G
4.3,22999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,other,oppo,True,1,1080.0,Octa,128.0,1000.0,5G
3.0,999,No,no,no,unknown,0.032,No,1000.0,li ion,snexian,True,0,176.0,Single,32.0,32.0,2G
4.2,13999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,True,1,1650.0,Octa,128.0,1000.0,4G
4.2,32999,Yes,yes,yes,Snapdragon,12.0,Yes,5100.0,lithium ion polymer,redmi,True,1,2712.0,Octa,256.0,1000.0,5G
4.1,15999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,True,1,1650.0,Octa,128.0,1000.0,4G
3.6,1240,No,no,no,unknown,0.032,No,1000.0,li ion,karbonn,False,0,128.0,Single,32.0,8.0,2G
4.3,19999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium ion polymer,oppo,True,1,1612.0,Octa,128.0,1000.0,5G
4.3,40999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion polymer,oppo,True,1,2412.0,Octa,256.0,2000.0,5G
4.3,40999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion polymer,oppo,True,1,2412.0,Octa,256.0,2000.0,5G
3.2,999,No,no,no,unknown,0.008,No,1000.0,li ion,other,True,0,320.0,Single,8.0,32.0,2G
4.2,25999,Yes,yes,no,Exynos,8.0,Yes,6000.0,other,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
3.9,1599,No,no,no,unknown,0.004,No,2000.0,other,itel,True,0,240.0,Single,4.0,32.0,2G
3.9,1599,No,no,no,unknown,0.004,No,2000.0,other,itel,True,0,240.0,Single,4.0,32.0,2G
4.0,1449,No,no,no,unknown,0.004,No,1200.0,other,itel,True,0,160.0,Single,4.0,32.0,2G
4.5,89999,Yes,yes,yes,Snapdragon,8.0,Yes,3900.0,other,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.3,38999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion polymer,oppo,True,1,2412.0,Octa,128.0,2000.0,5G
4.6,89900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2796.0,Hexa,128.0,1000.0,5G
4.2,13999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,lithium ion,vivo,False,1,1612.0,Octa,128.0,1000.0,4G
4.3,15499,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,other,oppo,True,1,2400.0,Octa,128.0,1000.0,4G
4.3,14999,Yes,yes,yes,Mediatek,4.0,Yes,5000.0,other,oppo,True,1,1612.0,Octa,64.0,2000.0,4G
4.2,11999,Yes,yes,yes,Unisoc,4.0,Yes,5000.0,other,realme,False,1,1600.0,Octa,64.0,1000.0,4G
3.9,4499,No,no,no,unknown,0.008,No,1150.0,other,nokia,True,0,320.0,Single,16.0,32.0,2G
4.3,19999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium ion polymer,oppo,True,1,1612.0,Octa,128.0,1000.0,5G
3.9,1999,No,yes,no,unknown,0.032,No,400.0,li ion,kechaoda,False,0,320.0,Single,64.0,32.0,2G
4.0,1420,No,no,no,unknown,0.004,No,1200.0,li ion,itel,True,0,160.0,Single,4.0,32.0,2G
4.0,2099,No,no,no,unknown,0.004,No,1200.0,li ion,itel,True,0,240.0,Single,4.0,32.0,2G
4.7,19999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium ion,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.1,1499,No,no,no,unknown,0.032,No,850.0,li ion,kechaoda,False,0,320.0,Single,32.0,32.0,2G
4.1,11999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,lithium polymer,redmi,False,1,1650.0,Octa,128.0,1000.0,4G
4.2,12999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,lithium ion,vivo,False,1,1612.0,Octa,64.0,1000.0,4G
4.2,33999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion polymer,redmi,True,1,2712.0,Octa,256.0,1000.0,5G
4.2,37999,Yes,yes,yes,Snapdragon,12.0,Yes,5000.0,lithium polymer,poco,True,1,2712.0,Octa,512.0,1000.0,5G
3.2,999,No,no,no,unknown,0.032,No,1000.0,li ion,snexian,True,0,128.0,Single,32.0,16.0,2G
3.4,1699,Yes,no,no,Spreadtrum,0.032,No,5000.0,lithium ion,nokia,True,0,160.0,Octa,32.0,32.0,2G
3.4,1799,Yes,no,no,Spreadtrum,0.032,No,5000.0,lithium ion,nokia,True,0,160.0,Octa,32.0,0.032,2G
4.1,21499,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium ion,samsung,False,1,2340.0,Octa,128.0,1000.0,5G
4.1,22999,Yes,yes,yes,Mediatek,8.0,Yes,5000.0,lithium polymer,redmi,True,1,2400.0,Octa,256.0,1000.0,5G
4.2,27999,Yes,yes,no,Mediatek,8.0,Yes,5000.0,other,infinix,False,1,2400.0,Octa,256.0,1000.0,5G
4.6,89900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2778.0,Hexa,256.0,1000.0,5G
4.2,35999,Yes,yes,yes,Mediatek,12.0,Yes,5000.0,lithium ion polymer,redmi,True,1,2712.0,Octa,256.0,1000.0,5G
4.2,25999,Yes,yes,no,Exynos,8.0,Yes,6000.0,other,samsung,False,1,1080.0,Octa,128.0,1000.0,5G
3.8,12499,Yes,yes,yes,Mediatek,4.0,Yes,5000.0,other,samsung,False,1,1600.0,Octa,64.0,1000.0,4G
4.4,59999,Yes,yes,yes,Snapdragon,12.0,Yes,4700.0,other,nothing,False,1,2412.0,Octa,512.0,1000.0,5G
4.3,1899,No,no,no,unknown,0.032,No,2500.0,other,itel,True,0,320.0,Single,32.0,32.0,2G
3.6,1999,No,no,no,unknown,0.016,No,1000.0,li ion,other,True,0,176.0,Single,32.0,32.0,2G
4.1,16999,Yes,yes,yes,Mediatek,6.0,Yes,5000.0,other,motorola,True,1,2400.0,Octa,128.0,1000.0,4G
3.9,1790,No,no,no,unknown,0.056,No,1750.0,li ion,micromax,True,0,240.0,Single,24.0,32.0,2G
4.6,89900,Yes,yes,yes,Apple,6.0,Yes,5000.0,other,apple,False,1,2778.0,Hexa,256.0,1000.0,5G
3.9,1199,No,no,no,unknown,0.032,No,1000.0,other,other,True,0,128.0,Single,32.0,32.0,2G
4.3,14999,Yes,yes,no,Mediatek,4.0,Yes,5000.0,other,realme,False,1,2400.0,Octa,128.0,1000.0,5G
4.0,2199,No,no,no,unknown,0.004,No,800.0,other,nokia,True,0,160.0,Single,4.0,32.0,2G
4.3,1899,No,no,no,unknown,0.032,No,2500.0,other,itel,True,0,320.0,Single,32.0,32.0,2G
4.0,1399,No,no,no,unknown,0.032,No,800.0,li ion,kechaoda,False,0,128.0,Single,32.0,16.0,2G
4.0,2200,No,no,no,unknown,0.032,No,800.0,other,kechaoda,True,0,320.0,Single,32.0,0.032,2G
4.0,2999,No,no,no,unknown,0.032,No,4000.0,lithium ion,i,False,0,240.0,Single,32.0,16.0,2G
4.1,49999,Yes,yes,no,Qualcomm,12.0,Yes,5000.0,other,honor,False,1,1200.0,Octa,512.0,1000.0,5G
4.0,1700,No,no,no,unknown,0.032,No,1700.0,li ion,kechaoda,True,0,240.0,Single,64.0,16.0,2G
4.2,30999,Yes,yes,yes,Qualcomm,8.0,Yes,5800.0,lithium polymer,honor,False,1,1200.0,Octa,256.0,1000.0,5G
3.9,1599,No,no,no,unknown,0.032,No,2550.0,other,other,True,0,160.0,Single,32.0,64.0,2G
